code;value;year
LBN;5.3;2022
LBN;5.3;2021
LBN;5;2020
LBN;5.2;2019
LBR;4.9;2018
LBR;4.9;2017
LBR;5;2016
LBR;4.9;2025
LBR;4.7;2024
LBR;4.7;2023
LBR;4.9;2022
LBR;4.9;2021
LBR;4.9;2020
LBR;4.8;2019
LBY;5.9;2018
LBY;6.1;2017
LBY;6.2;2016
LBY;4.9;2024
LBY;5;2025
LBY;5;2023
LBY;5.4;2022
LBY;6.2;2021
LBY;6.3;2020
LBY;6;2019
LCA;2.7;2018
LCA;2.9;2017
LCA;2.6;2016
LCA;2.6;2025
LCA;2.7;2024
LCA;2.7;2023
LCA;2.7;2022
LCA;2.6;2021
LCA;2.5;2020
LCA;2.5;2019
LIE;0.9;2018
LIE;0.9;2017
LIE;0.9;2016
LIE;1;2024
LIE;1;2025
LIE;1;2023
LIE;0.9;2022
LIE;0.9;2021
LIE;0.9;2020
LIE;0.9;2019
LKA;3.8;2018
LKA;3.9;2017
LKA;3.9;2016
LKA;3.6;2025
LKA;3.4;2024
LKA;3.4;2023
LKA;3.5;2022
LKA;3.7;2021
LKA;4;2020
LKA;3.7;2019
LSO;4;2018
LSO;3.9;2017
LSO;3.8;2016
LSO;4.3;2024
LSO;4.3;2025
LSO;4.2;2023
LSO;4.2;2022
LSO;4.2;2021
LSO;4.3;2020
LSO;4.1;2019
LTU;1.8;2018
LTU;1.9;2017
LTU;1.9;2016
LTU;2.1;2025
LTU;2.3;2024
LTU;2.3;2023
LTU;1.8;2022
LTU;1.8;2021
LTU;1.8;2020
LTU;1.8;2019
LUX;1;2018
LUX;1;2017
LUX;1;2016
LUX;1.1;2024
LUX;1;2025
LUX;1.2;2023
LUX;1;2022
LUX;1;2021
LUX;1;2020
LUX;1;2019
LVA;2.8;2018
LVA;2.8;2017
LVA;2.8;2016
LVA;2.6;2024
LVA;2.6;2025
LVA;2.6;2023
LVA;2.5;2022
LVA;2.7;2021
LVA;2.6;2020
LVA;2.6;2019
MAR;3.7;2018
MAR;3.7;2017
MAR;3.7;2016
MAR;3.7;2025
MAR;3.8;2024
MAR;3.9;2023
MAR;3.7;2022
MAR;3.5;2021
MAR;3.5;2020
MAR;3.6;2019
MDA;3.1;2018
MDA;3.2;2017
MDA;3.2;2016
MDA;3.6;2024
MDA;3.6;2025
MDA;3.6;2023
MDA;3;2022
MDA;3.1;2021
MDA;3;2020
MDA;3.1;2019
MDG;5.5;2018
MDG;5.3;2017
MDG;5.3;2016
MDG;5.4;2024
MDG;5.4;2025
MDG;5.4;2023
MDG;5.5;2022
MDG;5.7;2021
MDG;5.5;2020
MDG;5.4;2019
MDV;2.2;2018
MDV;2;2017
MDV;2.2;2016
MDV;2.2;2024
MDV;2.2;2025
MDV;2.2;2023
MDV;2.1;2022
MDV;2.3;2021
MDV;2.2;2020
MDV;2.2;2019
MEX;4.7;2018
MEX;4.6;2017
MEX;4.4;2016
MEX;4.9;2025
MEX;4.8;2024
MEX;4.8;2023
MEX;4.8;2022
MEX;4.9;2021
MEX;4.8;2020
MEX;4.7;2019
MHL;3.7;2018
MHL;3.6;2017
MHL;3.7;2016
MHL;3.7;2025
MHL;3.4;2024
MHL;3.5;2023
MHL;3.2;2022
MHL;3.2;2021
MHL;3.3;2020
MHL;3.4;2019
MKD;2.8;2018
MKD;2.8;2017
MKD;2.8;2016
MKD;2.8;2024
MKD;2.8;2025
MKD;2.7;2023
MKD;2.5;2022
MKD;2.4;2021
MKD;2.3;2020
MKD;2.5;2019
MLI;6.7;2018
MLI;6.7;2017
MLI;6.5;2016
MLI;7.2;2024
MLI;7.1;2025
MLI;7.2;2023
MLI;7.1;2022
MLI;7.1;2021
MLI;6.8;2020
MLI;6.7;2019
MLT;1.6;2018
MLT;1.6;2017
MLT;1.6;2016
MLT;1.7;2024
MLT;1.7;2025
MLT;1.7;2023
MLT;1.6;2022
MLT;1.6;2021
MLT;1.7;2020
MLT;1.6;2019
MMR;6.5;2018
MMR;6.6;2017
MMR;6.9;2016
MMR;7;2025
MMR;6.9;2024
MMR;6.8;2023
MMR;6.6;2022
MMR;6.2;2021
MMR;6.3;2020
MMR;6.3;2019
MNE;2.6;2018
MNE;2.6;2017
MNE;2.7;2016
MNE;2.6;2025
MNE;2.9;2024
MNE;2.7;2023
MNE;2.3;2022
MNE;2.4;2021
MNE;2.6;2020
MNE;2.6;2019
MNG;3.2;2018
MNG;3.2;2017
MNG;3.2;2016
MNG;2.9;2025
MNG;2.9;2024
MNG;2.6;2023
MNG;2.6;2022
MNG;2.8;2021
MNG;2.8;2020
MNG;3.1;2019
MOZ;6;2018
MOZ;6.3;2017
MOZ;5.6;2016
MOZ;7.1;2025
MOZ;7.1;2024
MOZ;7.2;2023
MOZ;7.2;2022
MOZ;7.2;2021
MOZ;6.9;2020
MOZ;6.4;2019
MRT;5.2;2018
MRT;4.9;2017
MRT;4.9;2016
MRT;5;2024
MRT;5.1;2025
MRT;5.1;2023
MRT;5.2;2022
MRT;5.3;2021
MRT;5.2;2020
MRT;5.2;2019
MUS;1.9;2018
MUS;1.9;2017
MUS;1.9;2016
MUS;2.2;2025
MUS;2;2024
MUS;2;2023
MUS;2;2022
MUS;1.9;2021
MUS;1.8;2020
MUS;1.9;2019
MWI;4.7;2018
MWI;4.8;2017
MWI;4.7;2016
MWI;4.9;2025
MWI;4.8;2024
MWI;4.8;2023
MWI;4.5;2022
MWI;4.6;2021
MWI;4.5;2020
MWI;4.6;2019
MYS;3.3;2018
MYS;3.4;2017
MYS;3.4;2016
MYS;3.3;2025
MYS;3.3;2024
MYS;3.3;2023
MYS;3.3;2022
MYS;3.3;2021
MYS;3.3;2020
MYS;3.3;2019
NAM;3.8;2018
NAM;3.9;2017
NAM;4;2016
NAM;4.1;2025
NAM;3.8;2024
NAM;3.8;2023
NAM;3.8;2022
NAM;3.9;2021
NAM;4.1;2020
NAM;4.1;2019
NER;7;2018
NER;7;2017
NER;7.1;2016
NER;7.8;2025
NER;7.6;2024
NER;7.7;2023
NER;7.4;2022
NER;7.6;2021
NER;7.1;2020
NER;7;2019
NGA;7.1;2018
NGA;7.1;2017
NGA;7.1;2016
NGA;7;2024
NGA;7;2025
NGA;7.2;2023
NGA;7;2022
NGA;7;2021
NGA;7;2020
NGA;7;2019
NIC;4.3;2018
NIC;4.3;2017
NIC;4.4;2016
NIC;4.9;2024
NIC;4.9;2025
NIC;4.8;2023
NIC;4.8;2022
NIC;4.9;2021
NIC;4.6;2020
NIC;4.4;2019
NLD;2.2;2018
NLD;2.2;2017
NLD;2.2;2016
NLD;2.5;2025
NLD;2.5;2024
NLD;2.5;2023
NLD;2.2;2022
NLD;2.2;2021
NLD;2.2;2020
NLD;2.2;2019
NOR;1.7;2018
NOR;1.7;2017
NOR;1.7;2016
NOR;1.9;2025
NOR;1.9;2024
NOR;1.8;2023
NOR;1.7;2022
NOR;1.7;2021
NOR;1.7;2020
NOR;1.7;2019
NPL;4.9;2018
NPL;5;2017
NPL;5;2016
NPL;4.6;2025
NPL;4.4;2024
NPL;4.3;2023
NPL;4.4;2022
NPL;4.5;2021
NPL;4.4;2020
NPL;4.6;2019
NRU;2.5;2018
NRU;2.5;2017
NRU;2.5;2016
NRU;2.2;2025
NRU;2.2;2024
NRU;2.2;2023
NRU;2.3;2022
NRU;2.3;2021
NRU;2.5;2020
NRU;2.4;2019
NZL;1.4;2018
NZL;1.4;2017
NZL;1.4;2016
NZL;1.5;2025
NZL;1.5;2024
NZL;1.4;2023
NZL;1.4;2022
NZL;1.4;2021
NZL;1.4;2020
NZL;1.4;2019
OMN;2.6;2018
OMN;2.6;2017
OMN;2.6;2016
OMN;2.5;2024
OMN;2.5;2025
OMN;2.6;2023
OMN;2.5;2022
OMN;2.4;2021
OMN;2.4;2020
OMN;2.5;2019
PAK;6.5;2018
PAK;6.6;2017
PAK;6.8;2016
PAK;6.4;2025
PAK;6.5;2024
PAK;6.7;2023
PAK;6.4;2022
PAK;6.5;2021
PAK;6.5;2020
PAK;6.5;2019
PAN;3.9;2018
PAN;3.7;2017
PAN;3.7;2016
PAN;4.1;2025
PAN;4.1;2024
PAN;4.5;2023
PAN;4.1;2022
PAN;4.1;2021
PAN;4;2020
PAN;4;2019
PER;4.3;2018
PER;4.1;2017
PER;4.2;2016
PER;4.6;2025
PER;4.7;2024
PER;4.7;2023
PER;4.6;2022
PER;4.6;2021
PER;4.4;2020
PER;4.4;2019
PHL;5.6;2018
PHL;5.6;2017
PHL;5.6;2016
PHL;5.4;2025
PHL;5.4;2024
PHL;5.4;2023
PHL;5.5;2022
PHL;5.5;2021
PHL;5.6;2020
PHL;5.6;2019
PLW;2.5;2018
PLW;2.5;2017
PLW;2.5;2016
PLW;2.2;2025
PLW;2.4;2024
PLW;2.5;2023
PLW;2.5;2022
PLW;2.2;2021
PLW;2.2;2020
PLW;2.3;2019
PNG;5.6;2018
PNG;5.7;2017
PNG;5.6;2016
PNG;6.5;2025
PNG;5.8;2024
PNG;6.4;2023
PNG;6;2022
PNG;5.7;2021
PNG;5.8;2020
PNG;5.6;2019
POL;1.8;2018
POL;1.9;2017
POL;1.9;2016
POL;2.5;2025
POL;2.6;2024
POL;2.4;2023
POL;1.7;2022
POL;1.7;2021
POL;1.8;2020
POL;1.9;2019
PRK;5.2;2018
PRK;5.3;2017
PRK;5.3;2016
PRK;4.8;2024
PRK;4.8;2025
PRK;4.8;2023
PRK;5.2;2022
PRK;5.1;2021
PRK;5.1;2020
PRK;4.8;2019
PRT;1.4;2018
PRT;1.5;2017
PRT;1.5;2016
PRT;1.9;2025
PRT;1.9;2024
PRT;1.9;2023
PRT;1.6;2022
PRT;1.6;2021
PRT;1.5;2020
PRT;1.4;2019
PRY;2.9;2018
PRY;2.9;2017
PRY;3.1;2016
PRY;3;2025
PRY;2.9;2024
PRY;2.9;2023
PRY;3;2022
PRY;3.1;2021
PRY;3.3;2020
PRY;3;2019
PSE;4.8;2018
PSE;4.9;2017
PSE;4;2016
PSE;6.4;2025
PSE;6.1;2024
PSE;5.5;2023
PSE;5.5;2022
PSE;5;2021
PSE;5.5;2020
PSE;5.4;2019
QAT;1.3;2018
QAT;1.6;2017
QAT;1.5;2016
QAT;1.3;2025
QAT;1.2;2024
QAT;1.2;2023
QAT;1.3;2022
QAT;1.3;2021
QAT;1.3;2020
QAT;1.4;2019
ROU;2.3;2018
ROU;2.3;2017
ROU;2.3;2016
ROU;2.8;2024
ROU;2.9;2025
ROU;2.8;2023
ROU;2.3;2022
ROU;2.3;2021
ROU;2.2;2020
ROU;2.3;2019
RUS;3.8;2018
RUS;4;2017
RUS;4;2016
RUS;4.4;2025
RUS;4.3;2024
RUS;4.1;2023
RUS;3.2;2022
RUS;3.5;2021
RUS;3.5;2020
RUS;3.7;2019
RWA;5.1;2018
RWA;4.9;2017
RWA;4.6;2016
RWA;4.3;2024
RWA;4.3;2025
RWA;4.4;2023
RWA;4.4;2022
RWA;4.3;2021
RWA;4.6;2020
RWA;4.8;2019
SAU;3.3;2018
SAU;3.5;2017
SAU;3.2;2016
SAU;2.4;2025
SAU;2.7;2024
SAU;2.8;2023
SAU;2.9;2022
SAU;2.9;2021
SAU;3.2;2020
SAU;3.3;2019
SDN;7.3;2018
SDN;7.5;2017
SDN;7.4;2016
SDN;7.8;2025
SDN;7.8;2024
SDN;7.7;2023
SDN;7.5;2022
SDN;7.4;2021
SDN;7.3;2020
SDN;7.3;2019
SEN;4.7;2018
SEN;4.7;2017
SEN;4.8;2016
SEN;4.3;2024
SEN;4.4;2025
SEN;4.3;2023
SEN;4.4;2022
SEN;4.4;2021
SEN;4.5;2020
SEN;4.6;2019
SGP;0.6;2018
SGP;0.6;2017
SGP;0.6;2016
SGP;0.6;2024
SGP;0.6;2025
SGP;0.7;2023
SGP;0.6;2022
SGP;0.6;2021
SGP;0.7;2020
SGP;0.7;2019
SLB;4.3;2018
SLB;4.5;2017
SLB;4.6;2016
SLB;4.4;2025
SLB;4.4;2024
SLB;4.4;2023
SLB;4.6;2022
SLB;4.5;2021
SLB;4.2;2020
SLB;4.2;2019
SLE;4.7;2018
SLE;4.8;2017
SLE;4.8;2016
SLE;4.6;2024
SLE;4.9;2025
SLE;4.6;2023
SLE;4.7;2022
SLE;4.7;2021
SLE;4.7;2020
SLE;4.7;2019
SLV;3.6;2018
SLV;3.7;2017
SLV;3.7;2016
SLV;4;2025
SLV;4.1;2024
SLV;4.1;2023
SLV;3.5;2022
SLV;3.6;2021
SLV;3.7;2020
SLV;3.7;2019
SOM;8.1;2018
SOM;8.2;2017
SOM;8.2;2016
SOM;8.4;2025
SOM;8.4;2024
SOM;8.5;2023
SOM;7.8;2022
SOM;7.8;2021
SOM;8.3;2020
SOM;8.2;2019
SRB;2.9;2018
SRB;2.9;2017
SRB;3;2016
SRB;3.4;2025
SRB;3.4;2024
SRB;3.2;2023
SRB;2.9;2022
SRB;2.9;2021
SRB;3;2020
SRB;3;2019
SSD;8.8;2018
SSD;8.8;2017
SSD;8.6;2016
SSD;8.5;2024
SSD;8.5;2025
SSD;8.6;2023
SSD;8.7;2022
SSD;8.7;2021
SSD;8.7;2020
SSD;8.7;2019
STP;2.9;2018
STP;2.9;2017
STP;2.9;2016
STP;2.6;2024
STP;2.4;2025
STP;2.6;2023
STP;2.6;2022
STP;2.5;2021
STP;2.5;2020
STP;2.7;2019
SUR;3.1;2018
SUR;3;2017
SUR;3;2016
SUR;3.1;2024
SUR;3.1;2025
SUR;3.2;2023
SUR;3.2;2022
SUR;3.1;2021
SUR;3;2020
SUR;3;2019
SVK;2;2018
SVK;2;2017
SVK;2;2016
SVK;2.8;2025
SVK;2.8;2024
SVK;2.7;2023
SVK;2.1;2022
SVK;2;2021
SVK;2;2020
SVK;2;2019
SVN;1.5;2018
SVN;1.5;2017
SVN;1.5;2016
SVN;2.5;2025
SVN;2.5;2024
SVN;2;2023
SVN;1.6;2022
SVN;1.5;2021
SVN;1.5;2020
SVN;1.5;2019
SWE;2;2018
SWE;1.8;2017
SWE;1.8;2016
SWE;2;2024
SWE;2.1;2025
SWE;2;2023
SWE;1.9;2022
SWE;1.9;2021
SWE;1.9;2020
SWE;1.9;2019
SWZ;3.4;2018
SWZ;3.4;2017
SWZ;3.2;2016
SWZ;3.5;2025
SWZ;3.4;2024
SWZ;3.6;2023
SWZ;3.6;2022
SWZ;3.4;2021
SWZ;3.5;2020
SWZ;3.4;2019
SYC;1.7;2018
SYC;1.8;2017
SYC;1.9;2016
SYC;1.3;2024
SYC;1.3;2025
SYC;1.3;2023
SYC;1.4;2022
SYC;1.4;2021
SYC;1.5;2020
SYC;1.5;2019
SYR;7.5;2018
SYR;7.5;2017
SYR;7.4;2016
SYR;7.7;2024
SYR;7.7;2025
SYR;7.7;2023
SYR;7.7;2022
SYR;7.5;2021
SYR;7.5;2020
SYR;7.5;2019
TCD;7.7;2018
TCD;7.1;2017
TCD;7.3;2016
TCD;7.8;2024
TCD;8;2025
TCD;7.7;2023
TCD;7.7;2022
TCD;7.8;2021
TCD;7.7;2020
TCD;7.6;2019
TGO;4;2018
TGO;4;2017
TGO;4.1;2016
TGO;5.4;2025
TGO;5.4;2024
TGO;4.6;2023
TGO;4.3;2022
TGO;4.3;2021
TGO;4.3;2020
TGO;4.3;2019
THA;4.5;2018
THA;4.4;2017
THA;4.5;2016
THA;4.3;2025
THA;4.3;2024
THA;4.4;2023
THA;4.4;2022
THA;4.3;2021
THA;4.4;2020
THA;4.5;2019
TJK;4.1;2018
TJK;4.2;2017
TJK;4.2;2016
TJK;4;2025
TJK;4.1;2024
TJK;4.4;2023
TJK;4.2;2022
TJK;4;2021
TJK;4.1;2020
TJK;4.1;2019
TKM;3;2018
TKM;3.1;2017
TKM;3.1;2016
TKM;3.1;2025
TKM;3;2024
TKM;3;2023
TKM;3;2022
TKM;3;2021
TKM;3;2020
TKM;3.1;2019
TLS;3.9;2018
TLS;4.2;2017
TLS;4;2016
TLS;3.8;2024
TLS;3.8;2025
TLS;3.8;2023
TLS;4;2022
TLS;3.8;2021
TLS;3.8;2020
TLS;3.9;2019
TON;3.2;2018
TON;3.3;2017
TON;3.3;2016
TON;3.4;2025
TON;3.4;2024
TON;3.4;2023
TON;3.4;2022
TON;3.4;2021
TON;3.4;2020
TON;3.4;2019
TTO;2.5;2018
TTO;2.4;2017
TTO;2.3;2016
TTO;3;2025
TTO;3;2024
TTO;3.1;2023
TTO;2.9;2022
TTO;2.9;2021
TTO;3;2020
TTO;3.2;2019
TUN;3.4;2018
TUN;3.5;2017
TUN;3.6;2016
TUN;3.3;2024
TUN;3.3;2025
TUN;3.2;2023
TUN;3.4;2022
TUN;3.4;2021
TUN;3.3;2020
TUN;3.3;2019
TUR;5.4;2018
TUR;5.5;2017
TUR;5.3;2016
TUR;5.6;2024
TUR;5.5;2025
TUR;5.4;2023
TUR;5.3;2022
TUR;5.4;2021
TUR;5.4;2020
TUR;5.4;2019
TUV;2.9;2018
TUV;2.9;2017
TUV;3;2016
TUV;2.8;2025
TUV;3.1;2024
TUV;3;2023
TUV;3.1;2022
TUV;2.8;2021
TUV;2.6;2020
TUV;2.7;2019
TZA;4.9;2018
TZA;4.9;2017
TZA;4.9;2016
TZA;4.9;2025
TZA;4.8;2024
TZA;5;2023
TZA;5.3;2022
TZA;5;2021
TZA;4.9;2020
TZA;4.8;2019
UGA;5.5;2018
UGA;5.8;2017
UGA;5.3;2016
UGA;5.7;2025
UGA;6.3;2024
UGA;5.8;2023
UGA;5.7;2022
UGA;5.3;2021
UGA;5.4;2020
UGA;5.3;2019
UKR;4.7;2018
UKR;5.1;2017
UKR;5.2;2016
UKR;5.6;2025
UKR;5.6;2024
UKR;5.4;2023
UKR;4.7;2022
UKR;4.8;2021
UKR;4.9;2020
UKR;4.7;2019
URY;2.1;2018
URY;1.9;2017
URY;1.9;2016
URY;2.7;2025
URY;2.7;2024
URY;2.6;2023
URY;2.3;2022
URY;2.3;2021
URY;2.3;2020
URY;2.3;2019
USA;3.4;2018
USA;3.3;2017
USA;2.9;2016
USA;3.2;2025
USA;3.1;2024
USA;3.1;2023
USA;3.1;2022
USA;3.1;2021
USA;3.1;2020
USA;3.3;2019
UZB;3.6;2018
UZB;3.6;2017
UZB;3.7;2016
UZB;3.2;2025
UZB;3.2;2024
UZB;3.3;2023
UZB;3.3;2022
UZB;3.5;2021
UZB;3.6;2020
UZB;3.6;2019
VCT;2.9;2018
VCT;2.7;2017
VCT;2.4;2016
VCT;3;2025
VCT;2.7;2024
VCT;2.8;2023
VCT;3.1;2022
VCT;2.7;2021
VCT;2.7;2020
VCT;2.6;2019
VEN;5.4;2018
VEN;5.2;2017
VEN;5.1;2016
VEN;6.4;2024
VEN;5.8;2025
VEN;6.5;2023
VEN;6.2;2022
VEN;6.1;2021
VEN;6.1;2020
VEN;5.5;2019
VNM;4.4;2018
VNM;4.2;2017
VNM;4.2;2016
VNM;3.8;2024
VNM;4;2025
VNM;3.8;2023
VNM;3.9;2022
VNM;4;2021
VNM;4.1;2020
VNM;4.3;2019
VUT;4.5;2018
VUT;4.5;2017
VUT;4.5;2016
VUT;4.2;2025
VUT;4.2;2024
VUT;4.2;2023
VUT;4.3;2022
VUT;4.4;2021
VUT;4.1;2020
VUT;4.3;2019
WSM;2.8;2018
WSM;2.7;2017
WSM;2.7;2016
WSM;3;2025
WSM;3;2024
WSM;3;2023
WSM;2.9;2022
WSM;2.9;2021
WSM;2.9;2020
WSM;2.8;2019
YEM;8;2018
YEM;7.9;2017
YEM;7.6;2016
YEM;8.2;2024
YEM;8.2;2025
YEM;8.3;2023
YEM;8.4;2022
YEM;8.4;2021
YEM;8.4;2020
YEM;8.2;2019
ZAF;4.1;2018
ZAF;4.2;2017
ZAF;4.4;2016
ZAF;4.8;2025
ZAF;4.5;2024
ZAF;4.8;2023
ZAF;5.5;2022
ZAF;4.6;2021
ZAF;4.3;2020
ZAF;4.3;2019
ZMB;4.2;2018
ZMB;4.2;2017
ZMB;4.2;2016
ZMB;4.6;2025
ZMB;4.4;2024
ZMB;4.5;2023
ZMB;4.7;2022
ZMB;4.3;2021
ZMB;4.3;2020
ZMB;4.3;2019
ZWE;4.8;2018
ZWE;4.5;2017
ZWE;4.9;2016
ZWE;5;2025
ZWE;4.7;2024
ZWE;4.7;2023
ZWE;4.8;2022
ZWE;4.8;2021
ZWE;5.1;2020
ZWE;4.9;2019
